name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
brad hodge,australia,40.0,5.84018,batting-allrounder,right-handed-bat,right-arm-offbreak,4,183,26.14,127.09,0,9,7,21,1400,33.33,125.23,6,122,43,1,8.6,43.0,30.0,17,7.77,17.82,13.76,rajasthan-royals,2014,24000000
rajat bhatia,india,35.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0,0,0,0,0,19,342,11.4,120.43,0,24,13,0,0,0.0,0.0,71,7.41,28.45,23.04,rajasthan-royals,2014,17000000
tim southee,new zealand,26.0,,bowler,right-handed-bat,right-arm-fast-medium,23,303,11.22,139.00,0,20,18,7,120,9.23,112.15,0,8,4,164,8,22.38,16.79,47,8.67,37.06,25.66,rajasthan-royals,2014,12000000
dhawal kulkarni,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,1,1,0,100.00,0,0,0,14,104,11.56,96.30,0,7,2,3,6.88,18.33,16.0,86,8.31,28.77,20.78,rajasthan-royals,2014,11000000
abhishek nayar,india,31.0,,batting-allrounder,left-handed-bat,right-arm-medium,0,0,0,0,0,0,0,12,672,17.68,116.47,0,55,20,0,0,0.0,0.0,9,8.44,35.78,25.44,rajasthan-royals,2014,10000000
kane richardson,australia,23.0,,bowler,right-handed-bat,right-arm-fast-medium,3,17,4.25,100.00,0,0,0,1,36,12,92.31,0,2,1,45,8.4,23.53,16.8,19,8.45,24.84,17.63,rajasthan-royals,2014,10000000
ben cutting,australia,27.0,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10,148.15,0,2,3,6,238,21.64,168.80,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,rajasthan-royals,2014,8000000
karun nair,india,23.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,5,1496,23.75,127.76,10,161,39,0,0,0.0,0.0,0,0,0.0,0.0,rajasthan-royals,2014,7500000
iqbal abdulla,india,25.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0,0,0,0,0,11,88,44,104.77,0,9,1,0,0,0.0,0.0,40,7.23,27.73,23.0,rajasthan-royals,2014,6500000
dishant yagnik,india,31.0,,wk-batsman,left-handed-bat,,0,0,0,0,0,0,0,7,170,17,124.09,0,23,2,0,0,0.0,0.0,0,0,0.0,0.0,rajasthan-royals,2014,3000000
kevon cooper,west indies,25.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,0,0,0,0,0,0,0,5,116,12.89,170.59,0,9,8,0,0,0.0,0.0,33,7.89,22.94,17.45,rajasthan-royals,2014,3000000
vikramjeet singh malik,india,31.0,,bowler,right-handed-bat,right-arm-medium,0,0,0,0,0,0,0,1,7,7,100.00,0,1,0,0,0,0.0,0.0,6,7.64,43.5,34.17,rajasthan-royals,2014,2000000
ankit sharma,india,23.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0,0,0,0,0,3,87,12.43,129.86,0,7,4,0,0,0.0,0.0,12,7.36,37.5,30.58,rajasthan-royals,2014,1000000
rahul tewatia,india,21.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,25,1013,25.33,134.71,1,84,47,0,0,0.0,0.0,32,7.91,34.72,26.34,rajasthan-royals,2014,1000000
ankush bains,india,19.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,rajasthan-royals,2014,1000000
amit mishra,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,rajasthan-royals,2014,1000000
pravin tambe,india,43.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,4,18,9,46.16,0,1,0,0,0,0.0,0.0,28,7.75,30.46,23.57,rajasthan-royals,2014,1000000
yuvraj singh,india,33.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,royal-challengers-bengaluru,2014,140000000
albie morkel,south africa,33.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,11,572,21.19,142.29,0,29,39,28,974,24.35,141.99,3,61,55,26,8.01,33.23,24.88,85,8.21,27.75,20.27,royal-challengers-bengaluru,2014,24000000
varun aaron,india,25.0,,bowler,right-handed-bat,right-arm-fast,0,0,0,0,0,0,0,8,50,10,69.45,0,2,2,0,0,0.0,0.0,44,8.94,33.66,22.59,royal-challengers-bengaluru,2014,20000000
ashok dinda,india,30.0,,bowler,right-handed-bat,right-arm-fast-medium,1,22,22,91.67,0,1,0,7,26,2.6,54.17,0,2,0,17,8.17,14.41,10.59,69,8.2,30.04,21.97,royal-challengers-bengaluru,2014,15000000
parthiv patel,india,29.0,,wk-batsman,left-handed-bat,,0,36,18,112.50,0,4,1,11,2848,22.6,120.79,13,365,49,0,0,0.0,0.0,0,0,0.0,0.0,royal-challengers-bengaluru,2014,14000000
muttiah muralitharan,sri lanka,42.0,5.7,bowler,right-handed-bat,right-arm-offbreak,0,1,0.5,20.00,0,0,0,3,20,3.33,66.67,0,1,0,13,6.32,22.85,21.69,63,6.68,26.92,24.19,royal-challengers-bengaluru,2014,10000000
ravi rampaul,west indies,30.0,,bowler,left-handed-bat,right-arm-fast-medium,5,15,7.5,51.73,0,0,0,2,51,10.2,102.00,0,3,2,31,8.38,25.9,18.55,14,6.82,21.29,18.71,royal-challengers-bengaluru,2014,9000000
nic maddinson,australia,23.0,,batsman,left-handed-bat,left-arm-orthodox,0,45,11.25,128.58,0,6,1,0,20,6.67,95.24,0,4,0,0,0,0.0,0.0,0,0,0.0,0.0,royal-challengers-bengaluru,2014,5000000
harshal patel,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,4,77,12.83,135.09,0,9,3,15,249,9.22,122.67,0,16,15,29,9.18,26.55,17.34,135,8.74,23.33,16.01,royal-challengers-bengaluru,2014,4000000
abu nechim,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0,0,0,0,0,5,36,36,138.47,0,4,1,0,0,0.0,0.0,12,8.69,41.5,28.67,royal-challengers-bengaluru,2014,3000000
sachin rana,india,30.0,,batting-allrounder,right-handed-bat,,0,0,0,0,0,0,0,4,91,22.75,112.35,0,9,1,0,0,0.0,0.0,0,6.75,0.0,0.0,royal-challengers-bengaluru,2014,2000000
shadab jakati,india,34.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0,0,0,0,0,7,28,28,96.56,0,3,0,0,0,0.0,0.0,47,8.02,30.87,23.09,royal-challengers-bengaluru,2014,2000000
sandeep warrier,india,23.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67,0.0,0.0,8,9.04,31.63,21.0,royal-challengers-bengaluru,2014,1000000
tanmay mishra,india,28.0,,batsman,right-handed-bat,right-arm-fast-medium,0,227,15.13,86.32,0,15,4,0,0,0,0,0,0,0,3,6.8,11.33,10.0,0,0,0.0,0.0,royal-challengers-bengaluru,2014,1000000
yogesh takawale,india,30.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,2,192,24,107.87,0,26,3,0,0,0.0,0.0,0,0,0.0,0.0,royal-challengers-bengaluru,2014,1000000
yuzvendra chahal,india,24.0,,bowler,right-handed-bat,right-arm-legbreak,4,6,3,46.16,0,0,0,13,37,5.29,43.03,0,0,0,96,8.19,25.09,18.38,205,7.84,22.45,17.18,royal-challengers-bengaluru,2014,1000000
david warner,australia,28.0,5.5777,batsman,left-handed-bat,,12,3277,33.44,142.48,28,338,122,22,6565,40.52,139.78,62,664,235,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,55000000
amit mishra,india,32.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,sunrisers-hyderabad,2014,47500000
bhuvneshwar kumar,india,24.0,,bowler,right-handed-bat,right-arm-fast-medium,13,67,8.38,71.28,0,0,0,33,306,8.74,93.87,0,30,3,90,6.96,23.1,19.9,181,7.56,27.23,21.6,sunrisers-hyderabad,2014,42500000
aaron finch,australia,28.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,sunrisers-hyderabad,2014,40000000
karn sharma,india,27.0,,bowler,left-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,14,351,13.5,119.39,0,20,17,1,7,28.0,24.0,76,8.38,27.46,19.67,sunrisers-hyderabad,2014,37500000
daren sammy,west indies,31.0,,batting-allrounder,right-handed-bat,right-arm-medium,18,587,17.26,147.49,0,45,31,5,295,19.67,122.41,1,15,18,44,7.31,25.36,20.82,11,8.9,31.82,21.45,sunrisers-hyderabad,2014,35000000
ishant sharma,india,26.0,,bowler,right-handed-bat,right-arm-fast-medium,2,8,8,88.89,0,1,0,22,57,9.5,82.61,0,4,2,8,8.63,50.0,34.75,92,8.24,34.48,25.1,sunrisers-hyderabad,2014,26000000
irfan pathan,india,30.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,7,172,24.57,119.45,0,9,7,29,1139,21.49,120.41,1,87,37,28,8.03,22.07,16.5,80,7.78,33.11,25.54,sunrisers-hyderabad,2014,24000000
moises henriques,australia,27.0,6.135470000000001,batting-allrounder,right-handed-bat,right-arm-fast-medium,4,355,20.88,124.57,2,17,15,18,1000,27.78,126.91,5,87,28,7,8.43,27.71,19.71,42,8.14,30.69,22.62,sunrisers-hyderabad,2014,10000000
kl rahul,india,22.0,,wk-batsman,right-handed-bat,,8,2265,37.75,139.13,22,191,99,20,4683,45.47,134.61,37,400,187,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,10000000
parvez rasool,india,25.0,,bowling-allrounder,right-handed-bat,right-arm-offbreak,0,5,5,83.34,0,0,0,3,17,8.5,85.00,0,1,0,1,8,32.0,24.0,4,8.21,67.75,49.5,sunrisers-hyderabad,2014,9500000
jason holder,west indies,23.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,14,491,16.37,129.22,0,31,27,6,259,12.33,123.34,0,13,18,66,8.58,28.88,20.2,53,8.81,27.57,18.77,sunrisers-hyderabad,2014,7500000
venugopal rao,india,32.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,10,985,22.39,117.83,3,77,37,0,0,0.0,0.0,6,9.36,56.17,36.0,sunrisers-hyderabad,2014,5500000
naman ojha,india,31.0,,wk-batsman,right-handed-bat,,0,12,6,44.45,0,2,0,19,1554,20.72,118.36,6,121,79,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,5000000
brendan taylor,zimbabwe,28.0,,wk-batsman,right-handed-bat,right-arm-offbreak,6,934,23.95,118.23,6,93,24,0,0,0,0,0,0,0,1,3.4,17.0,30.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,3000000
prasanth parameswaran,india,29.0,,bowler,right-handed-bat,left-arm-medium,0,0,0,0,0,0,0,2,1,0,50.00,0,0,0,0,0,0.0,0.0,9,8.73,24.89,17.11,sunrisers-hyderabad,2014,3000000
amit paunikar,india,26.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,0,49,9.8,84.49,0,9,0,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,2000000
ashish reddy,india,23.0,,bowling-allrounder,right-handed-bat,right-arm-medium,0,0,0,0,0,0,0,8,280,18.67,145.08,0,17,14,0,0,0.0,0.0,18,9.07,22.0,14.56,sunrisers-hyderabad,2014,2000000
srikkanth anirudha,india,27.0,,batsman,right-handed-bat,,0,0,0,0,0,0,0,3,130,16.25,118.19,1,8,7,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,2000000
ricky bhui,india,18.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,0,10,2.5,38.47,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,1000000
chama v milind,india,20.0,,bowler,left-handed-bat,left-arm-medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,1000000
manprit juneja,india,24.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,0,125,17.86,97.66,0,11,1,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2014,1000000
michael hussey,australia,40.0,5.9058,batsman,left-handed-bat,right-arm-medium,11,721,37.95,136.30,4,58,25,7,1977,38.76,122.65,15,198,52,0,5,0.0,0.0,0,0,0.0,0.0,chennai-super-kings,2015,15000000
irfan pathan,india,31.0,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,7,172,24.57,119.45,0,9,7,29,1139,21.49,120.41,1,87,37,28,8.03,22.07,16.5,80,7.78,33.11,25.54,chennai-super-kings,2015,15000000
rahul sharma,india,29.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,6,66,4.71,88.00,0,5,3,3,7.64,18.67,14.67,40,7.02,27.15,23.2,chennai-super-kings,2015,3000000
kyle abbott,south africa,28.0,,bowler,right-handed-bat,right-arm-fast-medium,4,23,11.5,115.00,0,2,0,2,13,13,162.50,0,0,1,26,7.97,22.27,16.77,2,11.06,88.5,48.0,chennai-super-kings,2015,3000000
andrew tye,australia,29.0,,bowler,right-handed-bat,right-arm-fast-medium,7,83,10.38,109.22,0,5,4,4,91,10.11,119.74,0,6,5,47,8.76,21.21,14.53,42,8.59,23.31,16.29,chennai-super-kings,2015,2000000
pratyush singh,india,21.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,chennai-super-kings,2015,1000000
ankush bains,india,20.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,chennai-super-kings,2015,1000000
eklavya dwivedi,india,27.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,0,24,12,171.43,0,2,2,0,0,0.0,0.0,0,0,0.0,0.0,chennai-super-kings,2015,1000000
yuvraj singh,india,34.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,9,1177,28.02,136.39,8,77,74,15,2750,24.77,129.72,13,217,149,28,7.06,17.82,15.14,36,7.44,29.92,24.14,delhi-capitals,2015,160000000
angelo mathews,sri lanka,28.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,22,1416,27.76,120.52,6,92,50,11,724,23.35,125.92,1,44,29,45,7.13,30.87,25.98,27,8.18,39.96,29.3,delhi-capitals,2015,75000000
zaheer khan,india,37.0,,bowler,right-handed-bat,left-arm-fast-medium,2,13,6.5,130.00,0,0,1,18,117,8.36,82.98,0,11,2,17,7.64,26.35,20.71,102,7.59,27.27,21.57,delhi-capitals,2015,40000000
amit mishra,india,33.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,25,381,11.91,90.94,0,31,5,16,6.32,15.0,14.25,174,7.38,23.82,19.37,delhi-capitals,2015,35000000
gurinder sandhu,australia,22.0,,bowler,left-handed-bat,right-arm-fast-medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,10.25,82.0,48.0,delhi-capitals,2015,17000000
jaydev unadkat,india,24.0,,bowler,right-handed-bat,left-arm-fast-medium,0,0,0,0,0,0,0,16,197,12.31,118.68,0,16,7,14,8.68,21.5,14.86,99,8.98,32.21,21.53,delhi-capitals,2015,11000000
domnic muthuswami,india,34.0,,bowler,right-handed-bat,right-arm-medium,0,0,0,0,0,0,0,1,1,1,33.34,0,0,0,0,0,0.0,0.0,4,7.21,25.25,21.0,delhi-capitals,2015,7500000
albie morkel,south africa,34.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,11,572,21.19,142.29,0,29,39,28,974,24.35,141.99,3,61,55,26,8.01,33.23,24.88,85,8.21,27.75,20.27,delhi-capitals,2015,3000000
travis head,australia,22.0,,batsman,left-handed-bat,right-arm-offbreak,4,1093,33.12,160.50,5,114,53,4,772,36.76,173.88,5,76,40,1,9.33,56.0,36.0,2,11.69,56.5,29.0,delhi-capitals,2015,3000000
marcus stoinis,australia,26.0,,batting-allrounder,right-handed-bat,right-arm-medium,22,1245,31.92,148.57,5,99,63,22,1866,28.27,142.01,9,150,91,45,8.73,24.24,16.67,43,9.52,29.63,18.67,delhi-capitals,2015,2500000
cm gautam,india,29.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,3,169,16.9,112.67,0,17,6,0,0,0.0,0.0,0,0,0.0,0.0,delhi-capitals,2015,2000000
srikar bharat,india,22.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,2,199,28.43,122.09,1,12,8,0,0,0.0,0.0,0,0,0.0,0.0,delhi-capitals,2015,1000000
kk jiyas,india,24.0,,bowling-allrounder,right-handed-bat,left-arm-wrist-spin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,delhi-capitals,2015,1000000
murali vijay,india,31.0,,batsman,right-handed-bat,right-arm-offbreak,0,169,18.78,109.75,0,13,8,5,2619,25.93,121.88,13,247,91,0,4.5,0.0,0.0,0,8.17,0.0,0.0,punjab-kings,2015,30000000
nikhil naik,india,21.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,0,31,7.75,62.00,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,punjab-kings,2015,3000000
yogesh golwalkar,india,35.0,,batting-allrounder,left-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,punjab-kings,2015,1000000
kc cariappa,india,21.0,,bowler,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,2,24,8,114.29,0,0,2,0,0,0.0,0.0,8,9.67,43.5,27.0,kolkata-knight-riders,2015,24000000
james neesham,new zealand,25.0,,batting-allrounder,left-handed-bat,right-arm-fast-medium,21,944,22.48,154.51,0,72,51,1,92,10.22,98.93,0,6,2,39,9.1,27.64,18.23,8,9.28,41.75,27.0,kolkata-knight-riders,2015,5000000
brad hogg,australia,44.0,6.004230000000001,bowler,left-handed-bat,left-arm-wrist-spin,0,55,13.75,141.03,0,3,3,3,22,7.33,100.00,0,1,0,7,7.61,53.29,42.0,23,7.47,24.78,19.91,kolkata-knight-riders,2015,5000000
sheldon jackson,india,29.0,,wk-batsman,right-handed-bat,,0,0,0,0,0,0,0,2,61,10.17,107.02,0,5,1,0,0,0.0,0.0,0,0,0.0,0.0,kolkata-knight-riders,2015,1500000
sumit narwal,india,33.0,,batting-allrounder,left-handed-bat,right-arm-medium,0,0,0,0,0,0,0,1,37,12.33,137.04,0,6,0,0,0,0.0,0.0,5,11.43,40.4,21.2,kolkata-knight-riders,2015,1000000
vaibhav rawal,india,24.0,,batsman,left-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,kolkata-knight-riders,2015,1000000
aaron finch,australia,29.0,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.54,19,309,125,6,2091,24.89,128.21,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,mumbai-indians,2015,32000000
pragyan ojha,india,29.0,,bowler,left-handed-bat,left-arm-orthodox,1,10,0,166.67,0,0,1,11,16,1.33,35.56,0,0,0,10,6.29,13.2,12.6,89,7.37,26.2,21.34,mumbai-indians,2015,5000000
abhimanyu mithun,india,26.0,,bowler,right-handed-bat,right-arm-medium,0,0,0,0,0,0,0,3,34,6.8,130.77,0,4,1,0,0,0.0,0.0,7,9.83,67.43,41.14,mumbai-indians,2015,3000000
mitchell mcclenaghan,new zealand,29.0,,bowler,left-handed-bat,left-arm-fast-medium,4,24,6,104.35,0,1,2,11,85,6.54,121.43,0,5,7,30,7.79,26.3,20.27,71,8.49,25.39,17.94,mumbai-indians,2015,3000000
aiden blizzard,australia,31.0,,batsman,left-handed-bat,left-arm-medium,0,0,0,0,0,0,0,0,120,17.14,133.34,1,21,2,0,0,0.0,0.0,0,0,0.0,0.0,mumbai-indians,2015,3000000
hardik pandya,india,22.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,25,1812,27.88,141.68,5,135,95,40,2525,28.69,145.62,10,189,136,94,8.21,26.44,19.33,64,9.1,33.59,22.16,mumbai-indians,2015,1000000
akshay wakhare,india,30.0,,bowler,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,mumbai-indians,2015,1000000
nitish rana,india,22.0,,batsman,left-handed-bat,right-arm-offbreak,0,15,7.5,55.56,0,0,0,8,2636,28.34,135.05,18,234,132,0,0,0.0,0.0,10,8.4,25.2,18.0,mumbai-indians,2015,1000000
siddhesh lad,india,23.0,,batsman,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,0,15,15,115.39,0,1,1,0,0,0.0,0.0,0,0,0.0,0.0,mumbai-indians,2015,1000000
jagadeesha suchith,india,21.0,,bowler,left-handed-bat,left-arm-orthodox,0,0,0,0,0,0,0,6,70,17.5,114.76,0,6,3,0,0,0.0,0.0,19,8.6,31.68,22.11,mumbai-indians,2015,1000000
chris morris,south africa,28.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,133,14.78,130.40,1,12,5,23,618,22.07,155.28,2,41,35,34,8.4,20.5,14.65,95,8.01,24.16,18.11,rajasthan-royals,2015,14000000
rusty theron,united states of america,30.0,,bowler,right-handed-bat,right-arm-fast-medium,7,41,0,151.86,0,4,1,2,10,5,83.34,0,1,0,24,7.64,19.83,15.58,9,8.14,32.56,24.0,rajasthan-royals,2015,3000000
dinesh salunkhe,india,33.0,,batting-allrounder,right-handed-bat,,0,0,0,0,0,0,0,1,33,16.5,137.50,0,5,0,0,0,0.0,0.0,1,9.75,78.0,48.0,rajasthan-royals,2015,1000000
sagar trivedi,india,24.0,,bowler,left-handed-bat,right-arm-medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,rajasthan-royals,2015,1000000
pardeep sahu,india,30.0,,batting-allrounder,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,1,19,19,146.16,0,1,1,0,0,0.0,0.0,3,8.34,48.67,35.0,rajasthan-royals,2015,1000000
dinesh karthik,india,30.0,,wk-batsman,right-handed-bat,,22,686,26.38,142.62,1,71,28,50,4842,26.32,135.37,22,466,161,0,18,0.0,0.0,0,0,0.0,0.0,royal-challengers-bengaluru,2015,105000000
daren sammy,west indies,32.0,,batting-allrounder,right-handed-bat,right-arm-medium,18,587,17.26,147.49,0,45,31,5,295,19.67,122.41,1,15,18,44,7.31,25.36,20.82,11,8.9,31.82,21.45,royal-challengers-bengaluru,2015,28000000
david wiese,namibia,30.0,,batting-allrounder,right-handed-bat,right-arm-fast-medium,14,624,24,127.87,3,35,30,6,148,29.6,146.54,0,12,7,59,7.19,22.02,18.37,16,8.92,27.5,18.5,royal-challengers-bengaluru,2015,28000000
sean abbott,australia,23.0,,bowler,right-handed-bat,right-arm-fast-medium,2,25,5,92.60,0,1,1,0,22,7.33,122.23,0,1,2,26,8.91,20.96,14.12,1,11.56,104.0,54.0,royal-challengers-bengaluru,2015,10000000
adam milne,new zealand,23.0,,bowler,right-handed-bat,right-arm-fast,11,83,8.3,96.52,0,1,6,2,23,5.75,79.32,0,0,1,61,8.43,25.0,17.79,7,9.48,46.71,29.57,royal-challengers-bengaluru,2015,7000000
sarfaraz khan,india,18.0,,batsman,right-handed-bat,right-arm-legbreak,0,0,0,0,0,0,0,11,585,22.5,130.59,1,63,14,0,0,0.0,0.0,0,0,0.0,0.0,royal-challengers-bengaluru,2015,5000000
jalaj saxena,india,29.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,9,0.0,0.0,royal-challengers-bengaluru,2015,1000000
shishir bhavane,india,24.0,,batting-allrounder,left-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,royal-challengers-bengaluru,2015,1000000
praveen kumar,india,29.0,,bowler,right-handed-bat,right-arm-fast-medium,0,7,2.33,43.75,0,0,0,21,340,8.95,108.29,0,22,17,8,7.42,24.13,19.5,90,7.73,36.12,28.04,sunrisers-hyderabad,2015,22000000
kevin pietersen,england,35.0,6.4,batsman,right-handed-bat,right-arm-offbreak,5,1176,37.94,141.52,7,119,32,8,1001,35.75,134.73,4,91,40,1,10.6,53.0,30.0,7,7.41,30.71,24.86,sunrisers-hyderabad,2015,20000000
eoin morgan,england,29.0,5.9,batsman,left-handed-bat,right-arm-medium,20,2458,28.58,136.18,14,186,120,13,1405,22.66,122.61,5,112,64,0,0,0.0,0.0,0,0,0.0,0.0,sunrisers-hyderabad,2015,15000000
ravi bopara,england,30.0,5.1,batting-allrounder,right-handed-bat,right-arm-medium,10,711,28.44,118.70,3,54,17,4,531,29.5,117.22,3,39,16,16,7.21,24.19,20.13,11,8.5,26.55,18.73,sunrisers-hyderabad,2015,10000000
laxmi shukla,india,34.0,,batting-allrounder,right-handed-bat,right-arm-medium,0,0,0,0,0,0,0,7,405,15,115.72,0,33,15,0,0,0.0,0.0,15,8.54,29.8,20.93,sunrisers-hyderabad,2015,3000000
prasanth padmanabhan,india,31.0,,batting-allrounder,left-handed-bat,left-arm-orthodox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,18,0.0,0.0,sunrisers-hyderabad,2015,1000000
hanuma vihari,india,22.0,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,0,0,0,0,0,0,3,284,14.2,88.48,0,23,1,0,0,0.0,0.0,1,6.71,47.0,42.0,sunrisers-hyderabad,2015,1000000
siddarth kaul,india,25.0,,bowler,right-handed-bat,right-arm-fast-medium,0,0,0,0,0,0,0,8,20,5,55.56,0,1,0,4,8.69,21.0,14.5,58,8.63,29.98,20.84,sunrisers-hyderabad,2015,1000000
pawan negi,india,23.0,,bowling-allrounder,left-handed-bat,left-arm-orthodox,0,0,0,0,0,0,0,9,365,14.04,126.30,0,27,16,1,5.33,16.0,18.0,34,7.87,27.62,21.06,delhi-capitals,2016,85000000
chris morris,south africa,29.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,133,14.78,130.40,1,12,5,23,618,22.07,155.28,2,41,35,34,8.4,20.5,14.65,95,8.01,24.16,18.11,delhi-capitals,2016,70000000
sanju samson,india,22.0,,wk-batsman,right-handed-bat,,4,861,25.32,152.39,2,71,49,19,4419,30.69,138.97,25,352,206,0,0,0.0,0.0,0,0,0.0,0.0,delhi-capitals,2016,42000000
carlos brathwaite,west indies,28.0,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,310,14.76,113.14,0,13,22,1,181,13.92,163.07,0,10,16,31,8.57,32.68,22.87,13,8.95,29.15,19.54,delhi-capitals,2016,42000000
